protein_id,arm,tier,n_designs,burden_all,burden_tier2,nod_hotspot_q90_mean,d3_hotspot_q90_mean,delta_hotspot_q90_mean,hotspot_q90_improved_designs,nod_hotspot_q95_mean,d3_hotspot_q95_mean,delta_hotspot_q95_mean,hotspot_q95_improved_designs,nod_hotspot_q99_mean,d3_hotspot_q99_mean,delta_hotspot_q99_mean,hotspot_q99_improved_designs,nod_hotspot_max_mean,d3_hotspot_max_mean,delta_hotspot_max_mean,hotspot_max_improved_designs,nod_hotspot_gt0p5_count_mean,d3_hotspot_gt0p5_count_mean,delta_hotspot_gt0p5_count_mean,hotspot_gt0p5_count_improved_designs,nod_hotspot_gt1_count_mean,d3_hotspot_gt1_count_mean,delta_hotspot_gt1_count_mean,hotspot_gt1_count_improved_designs,nod_hotspot_positive_mass_mean,d3_hotspot_positive_mass_mean,delta_hotspot_positive_mass_mean,hotspot_positive_mass_improved_designs,nod_hotspot_excess_mass_gt0p5_mean,d3_hotspot_excess_mass_gt0p5_mean,delta_hotspot_excess_mass_gt0p5_mean,hotspot_excess_mass_gt0p5_improved_designs,nod_positive_mass_top10_fraction_mean,d3_positive_mass_top10_fraction_mean,delta_positive_mass_top10_fraction_mean,positive_mass_top10_fraction_improved_designs,nod_positive_mass_entropy_norm_mean,d3_positive_mass_entropy_norm_mean,delta_positive_mass_entropy_norm_mean,positive_mass_entropy_norm_improved_designs,nod_positive_mass_gini_mean,d3_positive_mass_gini_mean,delta_positive_mass_gini_mean,positive_mass_gini_improved_designs,nod_residue_z_q95_mean,d3_residue_z_q95_mean,delta_residue_z_q95_mean,residue_z_q95_improved_designs,nod_residue_z_max_mean,d3_residue_z_max_mean,delta_residue_z_max_mean,residue_z_max_improved_designs,nod_residue_z_gt1_count_mean,d3_residue_z_gt1_count_mean,delta_residue_z_gt1_count_mean,residue_z_gt1_count_improved_designs,nod_residue_z_gt2_count_mean,d3_residue_z_gt2_count_mean,delta_residue_z_gt2_count_mean,residue_z_gt2_count_improved_designs
2O4T_A,t075,2,8,low_or_equal,low_or_equal,8.320213276147843,8.36391009092331,0.04369681477546672,4,8.661969155073166,8.494871309399604,-0.16709784567356067,4,9.17308318912983,8.740794213414192,-0.43228897571563674,5,9.425971865653992,8.86831784248352,-0.5576540231704712,5,31.875,34.75,2.875,3,28.875,30.625,1.75,3,224.248920917511,191.0830598473549,-33.1658610701561,4,205.42370414733887,171.948479950428,-33.47522419691086,4,0.39165381241730285,0.39999893265530295,0.008345120238000131,2,0.7644266408686884,0.7592365729895174,-0.005190067879171034,4,0.7042442432227907,0.714210705343163,0.009966462120372388,3,1.7663105221604019,1.797342217162484,0.031031695002082083,3,2.181174312441728,1.9049850050279307,-0.2761893074137977,5,19.25,19.25,0.0,4,1.5,4.25,2.75,1
2VXP_A,t075,1,8,high,not_tier2,7.394244432449341,6.28368353843689,-1.1105608940124512,6,7.526510179042816,6.784462541341782,-0.7420476377010345,6,7.785677188634871,7.161305451393126,-0.6243717372417454,5,8.073499917984009,7.415094017982483,-0.6584059000015259,5,55.0,54.0,-1.0,3,49.75,48.125,-1.625,4,264.03842175006866,233.20804619789124,-30.83037555217743,6,235.52106833457947,204.40106999874115,-31.119998335838318,6,0.4227336295896096,0.43821052647496317,0.015476896885353572,4,0.7853703206388645,0.7920419940554798,0.006671673416615204,4,0.6970633356441166,0.6890845327872612,-0.007978802856855455,4,1.8910341146779008,1.8981726659355584,0.007138551257657805,3,2.1819737927165863,2.2100968452803316,0.028123052563745476,4,29.125,28.375,-0.75,4,7.5,4.875,-2.625,4
3CYQ_D,t075,2,8,high,high,12.76180265545845,10.83940954208374,-1.9223931133747094,6,13.219018435478208,11.208194056153296,-2.010824379324912,6,13.994111229777335,11.863692430257796,-2.130418799519539,7,14.358928918838501,12.222102403640747,-2.136826515197754,6,54.625,54.125,-0.5,4,46.5,48.875,2.375,4,393.4256166815758,364.4719423055649,-28.953674376010895,6,364.4279935956001,336.1530559062958,-28.274937689304352,6,0.4802527717509585,0.4550535666920637,-0.02519920505889478,3,0.7685181697359241,0.7751024429493546,0.006584273213430469,4,0.7311552468125578,0.7192919990399522,-0.011863247772605612,4,2.0502620543985133,1.9358378580447637,-0.11442419635375001,4,2.279833098478475,2.3402268175476335,0.0603937190691583,4,21.875,28.75,6.875,2,12.625,6.625,-6.0,5
3IEZ_B,t075,2,8,low_or_equal,low_or_equal,5.790760171413423,5.5104095339775085,-0.28035063743591315,4,6.0629787147045135,5.834106659889221,-0.22887205481529233,4,6.50529519557953,6.449927918910982,-0.05536727666854835,4,6.735296905040741,6.8051504492759705,0.06985354423522949,4,33.75,36.25,2.5,2,26.0,28.5,2.5,1,130.74170631170273,144.2120092511177,13.470302939414978,4,111.3121582865715,124.23874002695084,12.926581740379333,4,0.48465919596273144,0.4491626562151274,-0.035496539747604104,4,0.7444430510175106,0.7605017425805609,0.01605869156305026,3,0.7467830229862438,0.7116581057184934,-0.03512491726775044,4,2.011222737739049,1.8942534292772601,-0.11696930846178896,4,2.283296270139813,2.4183677937569366,0.13507152361712357,3,16.75,19.875,3.125,2,5.375,3.125,-2.25,4
3Q80_B,t075,2,8,low_or_equal,low_or_equal,12.003246855735785,11.35250373482705,-0.6507431209087353,5,14.58322861790657,13.51452372074127,-1.0687048971652988,4,15.049600530862806,14.032527948617933,-1.0170725822448734,4,15.623358845710754,14.606286644935608,-1.0170722007751465,4,80.125,96.0,15.875,2,73.75,89.25,15.5,0,669.6368845701218,644.4881961345673,-25.148688435554504,5,624.7693696022034,594.4727153778076,-30.296654224395752,5,0.47702994115493164,0.46680022903467894,-0.01022971212025267,4,0.778417313148227,0.7937652851847967,0.015347972036569554,3,0.7518149167118953,0.7356372759889509,-0.01617764072294428,4,2.2548706372236205,2.1666307598580183,-0.08823987736560246,4,2.463614941684675,2.3975010674137467,-0.06611387427092846,4,38.375,40.25,1.875,4,19.0,20.0,1.0,3
3TYX_A,t075,2,8,high,low_or_equal,5.907476937770843,5.841412842273712,-0.06606409549713144,4,11.880240660905846,9.105367994308471,-2.774872666597374,6,13.845607595443726,10.649553968906403,-3.1960536265373225,6,13.853754937648773,10.683378875255585,-3.1703760623931885,6,126.25,113.0,-13.25,5,101.75,89.125,-12.625,4,623.695974111557,508.2632215619087,-115.43275254964828,4,553.3680758476257,439.8509309887886,-113.51714485883713,4,0.6183915616174478,0.5929259860403223,-0.025465575577125435,4,0.7726832353391728,0.7763184068299168,0.003635171490744049,5,0.7911790361502866,0.7863117607323871,-0.0048672754178995525,3,2.8284660709739686,2.4589874211841205,-0.36947864978984807,5,3.2716802812547603,3.1216865946227124,-0.1499936866320481,4,39.625,47.25,7.625,2,22.875,25.0,2.125,3
4AC2_A,t075,2,8,low_or_equal,low_or_equal,6.2860217809677135,8.465526044368744,2.1795042634010313,4,6.595402747392654,8.73830776810646,2.142905020713806,4,7.21028166770935,9.193351885080338,1.983070217370987,4,7.604092240333557,9.418877840042114,1.8147855997085571,4,37.75,39.75,2.0,5,28.875,36.125,7.25,3,180.34775710105896,232.28281527757645,51.93505817651749,4,157.6020497083664,208.98271983861923,51.38067013025284,4,0.44720543265696483,0.4885281992278115,0.04132276657084672,3,0.7726081027321601,0.7650475604601628,-0.0075605422719972615,5,0.7133267179791696,0.7207588580302753,0.0074321400511056235,3,1.9568218152012542,2.024621583735396,0.06779976853414182,2,2.5934716121220416,2.5011190150882765,-0.09235259703376536,4,23.875,16.25,-7.625,6,6.375,7.875,1.5,3
4BT7_A,t075,2,8,low_or_equal,low_or_equal,7.030103266239166,7.219140022993088,0.1890367567539215,4,11.606824308633804,11.330608755350113,-0.2762155532836914,3,12.368372854590417,11.342244091629983,-1.0261287629604348,4,12.567820429801941,11.34726744890213,-1.2205529808998108,4,88.375,88.875,0.5,5,75.0,75.875,0.875,5,461.02398377656937,469.5190119147301,8.495028138160706,4,412.02049690485,419.1886366009712,7.168139696121216,4,0.5663604268080532,0.5332025578979465,-0.03315786891010673,5,0.7708676078557626,0.7807314057837489,0.009863797927986293,3,0.7764743169100868,0.7626887113809087,-0.013785605529178152,5,2.6596238670769,2.563972331012902,-0.09565153606399748,4,3.0043113593367172,2.5687019337228394,-0.43560942561387744,6,33.375,40.5,7.125,3,19.25,17.375,-1.875,3
4C9G_A,t075,2,8,high,high,14.213299918174744,12.78038775920868,-1.4329121589660645,6,15.271218466758725,14.970884299278252,-0.3003341674804716,5,15.733559184074402,15.397802977561952,-0.33575620651245197,5,15.756776928901672,15.397823214530945,-0.35895371437072754,5,117.375,114.375,-3.0,5,114.75,106.875,-7.875,6,995.9243867397308,932.0424225330353,-63.88196420669556,4,935.5034552812576,871.8573130369186,-63.64614224433899,4,0.41636362171447133,0.42348194040062315,0.007118318686151849,5,0.8185324717416835,0.8137024213038104,-0.004830050437873101,5,0.7063276752008338,0.7135792132222925,0.007251538021458698,4,2.0997408099423587,2.214718862815791,0.11497805287343249,5,2.1891572170566826,2.290125423707474,0.10096820665079106,5,56.25,57.25,1.0,4,13.125,13.375,0.25,4
4HQ8_E,t075,2,8,low_or_equal,low_or_equal,6.532982140779506,5.9138307094573985,-0.6191514313221079,6,11.776633661985398,9.335306823253632,-2.4413268387317655,5,11.799388477802278,9.599068363904953,-2.2003201138973236,5,11.868351221084595,9.777022421360016,-2.091328799724579,5,66.625,64.375,-2.25,3,52.125,53.0,0.875,3,379.07560753822327,314.26578134298325,-64.80982619524002,4,338.3585580587387,275.6528221964836,-62.705735862255096,4,0.6561666256920395,0.6193291009953183,-0.03683752469672124,5,0.7334268054279638,0.7365448130035458,0.0031180075755821296,3,0.8013426582334767,0.8014235225522197,8.086431874299027e-05,5,2.7594396244138855,2.5924931766690364,-0.16694644774484904,5,2.803739243148323,2.9539462493644395,0.1502070062161161,4,30.25,28.25,-2.0,4,17.375,22.25,4.875,3
4ND3_B,t075,2,8,high,high,8.375297403335573,8.649539816379548,0.274242413043977,3,11.8494023323059,10.440707027912119,-1.408695304393782,6,12.955133385658264,12.441004290580748,-0.5141290950775146,5,12.957796692848206,12.441007137298584,-0.5167895555496216,5,124.375,142.0,17.625,2,111.125,128.875,17.75,3,711.6889955401421,802.140363574028,90.45136803388596,4,643.2057715058327,728.8239427804947,85.61817127466202,4,0.5114852695871925,0.44282615806112574,-0.06865911152606682,7,0.7978856986224121,0.8229761531786357,0.025090454556223565,1,0.7556640959124719,0.7097369595826097,-0.04592713632986212,7,2.470234431934095,2.091833969753951,-0.37840046218014445,7,2.730809806974844,2.5540768416222193,-0.17673296535262506,5,47.875,50.75,2.875,3,23.875,24.875,1.0,4
4QYA_A,t075,2,8,low_or_equal,low_or_equal,9.805222898721695,10.172469437122345,0.36724653840065,3,10.241563946008682,10.559629067778587,0.3180651217699051,3,11.017995125055311,11.214355695247649,0.19636057019233744,3,11.46281611919403,11.58389276266098,0.12107664346694946,3,41.375,43.375,2.0,4,33.75,41.25,7.5,2,237.84478449821472,277.07511883974075,39.23033434152603,2,214.3286715745926,253.44502729177475,39.11635571718216,2,0.559559077358127,0.4675385781109074,-0.09202049924721965,5,0.7264580457645088,0.7600906595872111,0.03363261382270234,4,0.7660963083674324,0.7319174310306571,-0.03417887733677538,4,2.2350353753114853,2.044734654067798,-0.19030072124368722,5,2.7392276399749536,2.383933462400692,-0.3552941775742621,4,18.75,20.75,2.0,2,11.75,8.25,-3.5,4
4ZIE_A,t075,1,8,low_or_equal,not_tier2,8.905459976196294,12.361727213859558,3.4562672376632646,2,9.400973904132844,12.36312113404274,2.962147229909897,2,9.410389266014098,12.375454374551772,2.965065108537674,2,9.414713084697723,12.378615260124207,2.963902175426483,2,54.25,59.5,5.25,3,42.25,53.625,11.375,3,280.01123866438866,384.12409234046936,104.1128536760807,3,249.90843003988266,352.1378798484802,102.22944980859756,3,0.5423182351029412,0.4945755359632307,-0.04774269913971054,4,0.7537624042899318,0.7691629557578525,0.015400551467920659,4,0.7605559857801131,0.7438776074924385,-0.016678378287674545,3,2.2589990667220095,2.1611903318671306,-0.09780873485487859,6,2.261719043072153,2.164205512734813,-0.09751353033733975,6,21.375,24.0,2.625,2,14.75,13.75,-1.0,3
5AL8_A,t075,2,8,high,high,8.625539600849152,13.07950210571289,4.453962504863739,2,9.030849322676659,13.462168335914612,4.431319013237953,2,9.710486203432083,14.188774633407592,4.47828842997551,2,10.144793570041656,14.639573216438293,4.494779646396637,2,47.375,42.125,-5.25,5,44.625,40.0,-4.625,4,258.1222714781761,361.373043179512,103.2507717013359,2,232.8146213889122,337.9145827293396,105.0999613404274,2,0.4418458091077826,0.46295688747223934,0.021111078364456783,3,0.7778424812591186,0.759108632538954,-0.01873384872016462,6,0.7058739777998293,0.7368376447234339,0.030963666923604666,2,1.9471599646893338,2.09863514027742,0.15147517558808662,1,2.2615140174866903,2.424499009604192,0.16298499211750223,4,23.875,21.375,-2.5,5,5.125,8.75,3.625,2
5HGJ_A,t075,1,8,high,not_tier2,13.709435665607465,13.023845183849339,-0.6855904817581272,4,15.14238772392273,13.590835988521576,-1.5515517354011532,6,16.11125570654869,14.499585506916045,-1.6116701996326444,6,16.913347721099854,15.302105188369751,-1.6112425327301025,7,81.5,83.375,1.875,3,70.75,77.0,6.25,3,634.6197482943535,686.33184248209,51.71209418773651,3,590.8562880158424,642.7486037611961,51.8923157453537,3,0.49596232031922227,0.4113070090538198,-0.08465531126540246,6,0.7865717535807757,0.7995646854309155,0.012992931850139791,3,0.7345234410789035,0.7102627630678645,-0.024260678011039094,5,2.2762207147681246,1.900237429232834,-0.37598328553529037,7,2.604226301777878,2.2607945429471354,-0.34343175883074284,6,32.875,46.0,13.125,2,16.375,9.625,-6.75,6
5I0L_A,t075,2,8,low_or_equal,low_or_equal,6.684134984016419,7.51765764951706,0.8335226655006412,4,8.257985401153565,9.594812089204789,1.3368266880512236,4,8.35389174103737,9.701282472014428,1.3473907309770587,4,8.38977861404419,9.82621145248413,1.4364328384399414,4,58.25,55.125,-3.125,5,55.25,48.125,-7.125,5,299.4481620192528,300.859088242054,1.4109262228012085,3,267.0698828101158,269.17719012498856,2.1073073148727417,3,0.46053406619886755,0.514847258185954,0.054313191987086486,4,0.7776080267425562,0.7598238876896257,-0.01778413905293051,5,0.7286242375331112,0.7509804103304067,0.022356172797295515,4,2.1920945164785843,2.3510481261066842,0.1589536096280999,3,2.270405495942878,2.4482475133626442,0.17784201741976624,3,32.625,28.875,-3.75,4,8.75,10.875,2.125,3
5K69_A,t075,2,8,high,high,8.755311763286592,9.60366024374962,0.848348480463026,4,13.623470583558085,13.079145306348801,-0.544325277209283,5,16.79378003001213,16.19539353430271,-0.5983864957094193,5,16.793780088424683,16.19539487361908,-0.598385214805603,5,152.25,148.75,-3.5,4,139.625,137.375,-2.25,3,1003.5327656269073,988.6221759319305,-14.910589694976807,3,923.9533027410507,909.4303082227707,-14.52299451828003,3,0.5083919874720699,0.4897734032685909,-0.01861858420347895,5,0.8101353551420282,0.8112242001301132,0.0010888449880850082,4,0.7369119466013598,0.7387497537904305,0.0018378071890707004,4,2.239881607384792,2.239463520764062,-0.0004180866207297851,5,2.923339236935621,2.857110083918498,-0.06622915301712273,4,50.625,57.875,7.25,2,24.875,24.875,0.0,4
5X0O_B,t075,2,8,high,high,3.975537598133087,6.452011561393738,2.476473963260651,4,5.972304618358612,9.635772919654848,3.6634683012962337,4,5.990080649256706,9.745501002669334,3.755420353412628,4,5.990275144577026,9.769542813301086,3.77926766872406,4,73.25,66.75,-6.5,5,64.25,58.0,-6.25,4,236.23669856786728,317.64685571193695,81.41015714406967,4,196.60156625509262,279.65335750579834,83.05179125070572,4,0.504527844589973,0.5534533518483401,0.04892550725836716,3,0.7902994911453141,0.7655449116007254,-0.024754579544588665,6,0.7248646889304744,0.7632145829703387,0.03834989403986419,2,2.5001230846101117,2.595681339180019,0.09555825456990763,3,2.5098034216469878,2.6816525693467628,0.17184914769977516,2,26.5,25.875,-0.625,5,15.0,17.125,2.125,4
6DNB_A,t075,1,8,high,not_tier2,10.080166518688202,9.439718127250671,-0.6404483914375305,5,13.849095702171326,13.435331523418427,-0.41376417875289917,4,15.75132954120636,16.20330390930176,0.45197436809539804,3,15.76227879524231,16.22931683063507,0.46703803539276123,3,176.75,162.125,-14.625,6,147.875,136.125,-11.75,4,964.3485669493675,966.7859465479851,2.4373795986175537,4,870.159302175045,876.1309809088707,5.971678733825684,4,0.6104635130110158,0.5976879418251793,-0.01277557118583654,3,0.7917898872502724,0.7876309707253761,-0.004158916524896264,5,0.779329932274192,0.7848412944885239,0.005511362214331905,3,2.5743405444654637,2.475493346409408,-0.09884719805605621,4,3.040785197180224,3.173520177971728,0.13273498079150342,2,53.0,54.25,1.25,4,34.875,31.75,-3.125,5
6DNT_A,t075,2,8,high,high,7.022854310274125,7.349707823991777,0.32685351371765103,4,12.041493779420854,10.923048287630081,-1.1184454917907716,4,12.770594204664231,11.955450290441515,-0.8151439142227166,4,13.114805340766907,12.482200860977173,-0.6326044797897339,4,126.5,131.125,4.625,4,104.5,110.75,6.25,3,653.0806407928467,628.2691622376442,-24.811478555202484,4,582.7695764303207,558.207318842411,-24.5622575879097,4,0.511692480041316,0.5185226064131727,0.006830126371856628,4,0.7981911501054932,0.8030769179482106,0.00488576784271727,4,0.7526286876103383,0.744897012832251,-0.007731674778087394,4,2.633149614029362,2.4741314272564483,-0.15901818677291388,4,3.0429083864862845,3.1298539808496426,0.08694559436335803,4,48.625,44.125,-4.5,4,18.125,21.0,2.875,4
6HGM_A,t075,1,8,high,not_tier2,9.170440912246708,6.062785273790362,-3.107655638456344,6,13.094539636373533,13.513661509752293,0.4191218733787606,5,15.407925478219985,16.169213584661485,0.7612881064414974,3,15.7057204246521,16.449382305145264,0.7436618804931641,3,139.125,130.125,-9.0,7,124.5,114.25,-10.25,6,827.3550841808319,681.0084365606308,-146.3466476202011,6,753.4621323347092,609.2094187736511,-144.25271356105804,6,0.5118391778805053,0.5833029391799264,0.07146376129942114,2,0.8007756329707103,0.7839222537495598,-0.016853379221150502,6,0.7527520698346508,0.7772702196493533,0.02451814981470246,2,2.418468280864523,2.7063753032177313,0.2879070223532083,2,3.065780133600753,3.627293072881493,0.5615129392807403,2,47.5,36.75,-10.75,6,19.5,20.5,1.0,2
6HJS_B,t075,2,8,low_or_equal,low_or_equal,8.31200447678566,8.331865012645721,0.019860535860061646,4,12.639555960893631,13.1772970110178,0.5377410501241684,5,12.645001131296159,13.345730489492418,0.7007293581962588,5,12.645018339157104,13.494620859622955,0.8496025204658508,5,87.125,97.125,10.0,2,76.125,88.875,12.75,2,517.1941480636597,582.2744784355164,65.08033037185669,5,467.8293831348419,530.2837117910385,62.454328656196594,5,0.5493238975804342,0.48941129417242335,-0.05991260340801089,6,0.7734900054773282,0.7969768055620933,0.023486800084765197,2,0.7680555897580923,0.7317099669173401,-0.036345622840752156,6,2.7614516196833065,2.632636450532593,-0.12881516915071403,5,2.7628683255912456,2.769619609195712,0.006751283604466252,5,36.625,41.5,4.875,2,18.5,14.75,-3.75,5
6K82_B,t075,2,8,high,high,11.988393950462342,12.456675493717194,0.46828154325485105,4,15.306770420074457,15.06525366902351,-0.24151675105094683,5,15.43403720498085,15.408813582658766,-0.025223622322082973,5,15.450325012207031,15.42901873588562,-0.021306276321411133,5,115.375,118.625,3.25,3,110.0,108.5,-1.5,4,834.98688185215,872.6673620939255,37.68048024177551,4,772.390350818634,810.1074767112732,37.71712589263916,4,0.49812521989335057,0.4881333879879234,-0.009991831905427226,4,0.8027951841110169,0.7984537327139113,-0.004341451397105622,5,0.7406977064566597,0.7438517880050761,0.003154081548416565,3,2.5402115063874264,2.4045214916955437,-0.1356900146918827,5,2.567359111528117,2.4713364886943245,-0.09602262283379276,5,46.125,48.625,2.5,4,23.875,21.25,-2.625,4
6K8P_C,t075,2,8,high,high,8.869726842641825,6.224982392787933,-2.644744449853892,6,16.38581847548484,16.68596584200858,0.30014736652374174,4,17.922575318813323,17.248979201316835,-0.6735961174964902,5,18.264114379882812,17.419748663902283,-0.8443657159805298,5,124.5,113.0,-11.5,7,102.875,100.25,-2.625,4,720.8634870648384,647.1702971458435,-73.6931899189949,6,653.0315572619438,584.1664456129074,-68.86511164903641,6,0.6122280766324995,0.636292991356561,0.02406491472406158,4,0.7726910767890782,0.7632970484525357,-0.00939402833654257,5,0.7858356192132779,0.7948404531615776,0.009004833948299734,3,2.905325540164097,3.285671996381698,0.38034645621760055,2,3.3386971439398767,3.4410307181523536,0.10233357421247685,2,34.375,27.5,-6.875,7,19.875,20.25,0.375,4
6NQK_F,t075,2,8,high,high,10.186883127689361,8.694252717494965,-1.4926304101943964,7,12.481167131662367,11.05621029138565,-1.424956840276719,5,12.68076102733612,11.96166485548019,-0.7190961718559284,5,12.85183560848236,12.712101817131042,-0.13973379135131836,5,92.125,80.75,-11.375,5,82.25,69.125,-13.125,7,601.7396483421326,479.73164588212967,-122.0080024600029,6,553.1704906225204,434.3295508027077,-118.84093981981277,6,0.4518550864933309,0.49771379444751607,0.045858707954185195,2,0.8016550240047208,0.7804106208366912,-0.02124440316802964,6,0.720834696259599,0.7534198735657706,0.03258517730617164,2,2.266642916994064,2.3588025831239285,0.09215966612986512,1,2.3854582456176807,2.829874809105683,0.4444165634880027,1,40.375,39.875,-0.5,4,15.125,14.625,-0.5,4
6SNK_A,t075,1,8,high,not_tier2,10.111123156547553,10.242406028509146,0.1312828719615935,4,13.402606928348542,13.077585607767105,-0.32502132058143607,6,13.498716307878494,13.239593155384064,-0.25912315249443063,6,13.580113291740417,13.370341658592224,-0.20977163314819336,6,71.375,74.25,2.875,4,64.125,62.875,-1.25,5,496.88776993751526,443.8098886013031,-53.07788133621216,5,456.60736179351807,403.26882767677307,-53.338534116744995,5,0.4942196171007279,0.5437759233468422,0.04955630624611437,3,0.775815528325775,0.77060974825791,-0.0052057800678651095,3,0.7435330211816803,0.7600877960728285,0.01655477489114815,4,2.2776097888840505,2.5093953148474077,0.23178552596335739,4,2.4664249046895086,2.575488763855513,0.10906385916600447,5,33.125,30.375,-2.75,4,14.375,16.75,2.375,2
6TN1_AAA,t075,1,8,high,not_tier2,8.944756972789767,8.072449839115151,-0.8723071336746172,4,12.008642601966853,10.844039642810817,-1.1646029591560363,5,17.238828916549682,16.276458144187927,-0.9623707723617554,5,17.293933629989624,16.276458382606506,-1.0174752473831177,5,209.25,193.0,-16.25,5,180.375,166.875,-13.5,5,1202.7296014428139,1059.4289484620094,-143.30065298080444,6,1090.5491549372673,952.7841609120369,-137.7649940252304,6,0.5463838339032467,0.5702904000629672,0.0239065661597204,4,0.8079462712432914,0.8006096046604092,-0.007336666582882317,4,0.7671297274080603,0.7779050163880444,0.010775288979984199,4,2.1977559256729613,2.2034204078536823,0.00566448218072102,4,3.412423497599735,3.5556726636898643,0.1432491660901289,4,74.0,66.5,-7.5,6,32.25,34.25,2.0,2
6VJP_B,t075,2,8,low_or_equal,low_or_equal,10.35930979251862,11.02419015169144,0.664880359172821,5,16.018423318862915,14.749575066566468,-1.2688482522964475,5,16.06069507598877,14.980235185623169,-1.0804598903656015,5,16.09170937538147,15.209835767745972,-0.881873607635498,5,54.75,54.625,-0.125,4,45.75,49.75,4.0,3,384.6053645014763,411.0935403704643,26.488175868988037,4,353.9938431382179,379.7510589957237,25.7572158575058,4,0.6399173487465747,0.5641623428756173,-0.07575500587095736,5,0.7254711833461458,0.7476190027432044,0.02214781939705858,2,0.7937221119068444,0.7752525820199194,-0.01846952988692485,6,2.688111989461343,2.477581546993541,-0.21053044246780317,6,2.702112854377296,2.6250936981960016,-0.0770191561812944,4,20.5,24.5,4.0,1,14.375,15.375,1.0,4
6Y76_A,t075,1,8,low_or_equal,not_tier2,10.141987979412079,9.442266911268234,-0.6997210681438446,4,12.105470180511475,11.325132861733437,-0.780337318778038,5,12.371928334236145,11.341619649529457,-1.0303086847066871,6,12.54116976261139,11.354509949684143,-1.186659812927246,6,56.625,58.125,1.5,3,50.25,55.0,4.75,3,397.8153375387192,386.7999405860901,-11.01539695262909,3,365.1395263671875,354.04711985588074,-11.092406511306763,3,0.5043911949447191,0.47306985500165977,-0.03132133994305943,6,0.7652808917312601,0.7822875849842227,0.017006693252962696,3,0.7458191378703622,0.7283783388356467,-0.017440799034715515,5,2.278763729987321,2.2665930071369678,-0.012170722850353283,6,2.4176034456981683,2.2807592147642115,-0.13684423093395698,6,27.375,30.875,3.5,3,11.625,11.375,-0.25,3
7D66_J,t075,2,8,high,high,5.893470680713654,3.9406824946403507,-1.9527881860733034,6,6.180132421851158,4.155275291204452,-2.0248571306467054,6,6.659954312443734,4.505171768069268,-2.1547825443744664,6,6.905291140079498,4.762308955192566,-2.1429821848869324,6,51.625,42.75,-8.875,6,47.0,37.0,-10.0,6,191.10126841068268,130.87036806344986,-60.23090034723282,4,164.27318799495697,106.10414427518845,-58.169043719768524,4,0.3889686380205488,0.4019634582409601,0.012994820220411284,2,0.7957568391390266,0.7805264532579294,-0.015230385881097278,6,0.6824319790942592,0.7128203807726624,0.03038840167840315,1,1.8572543382033029,1.8764627946345125,0.019208456431209553,4,2.1711809716458657,2.2234122008660795,0.052231229220214004,4,20.25,27.125,6.875,1,2.75,4.625,1.875,3
7PFR_F,t075,2,8,high,high,10.408334827423097,9.522688651084902,-0.8856461763381935,4,14.955771005153645,12.02856355905531,-2.927207446098336,6,15.959193110466003,12.882037061452866,-3.077156049013138,7,15.959193110466003,12.882038831710815,-3.077154278755188,7,117.625,113.625,-4.0,7,100.875,103.0,2.125,5,792.4336383938789,654.0512785315514,-138.38235986232758,5,730.1078917384148,591.8073413968086,-138.30055034160614,5,0.4890667408469296,0.5049775034171533,0.015910762570223752,2,0.7979344542117136,0.7949115750951516,-0.0030228791165618774,4,0.7473515317772246,0.7486020444636086,0.001250512686383931,4,2.6041174121815693,2.4674798159020757,-0.13663759627949357,7,2.823961730387367,2.7582685037248895,-0.06569322666247801,5,50.25,45.875,-4.375,4,18.75,23.875,5.125,2
7S5C_F,t075,2,8,low_or_equal,low_or_equal,3.0444036364555362,4.639198875427247,1.59479523897171,4,3.3349791228771197,4.9338809669017785,1.5989018440246583,3,3.8493432605266578,5.413987336158753,1.5646440756320952,2,4.064856171607971,5.598974704742432,1.5341185331344604,2,19.625,20.25,0.625,1,18.0,17.875,-0.125,2,58.26909178495407,96.68908149003983,38.419989705085754,3,47.17947128415108,84.9873748421669,37.80790355801582,3,0.3837605266013198,0.38791487900607796,0.004154352404758116,4,0.7450317578677639,0.7472904347506886,0.0022586768829246234,2,0.691742694465269,0.6802623606136662,-0.01148033385160288,5,1.4725761861214126,1.4308277739090622,-0.041748412212350205,4,1.8250451599426525,1.828797335632352,0.0037521756896992386,3,15.375,16.5,1.125,2,0.75,0.375,-0.375,3
7W62_A,t075,2,8,low_or_equal,low_or_equal,5.931885558366775,6.4847328007221225,0.5528472423553465,2,6.190141758322715,6.522845470905304,0.3327037125825887,3,6.767716580331323,6.62530818581581,-0.14240839451551202,5,7.185370445251465,6.739537417888641,-0.4458330273628235,5,49.25,48.125,-1.125,4,40.625,41.25,0.625,4,198.74361741542816,225.03848060965538,26.29486319422722,4,170.49143660068512,196.67214092612267,26.180704325437546,4,0.5026510832447103,0.4366458007142184,-0.06600528253049195,4,0.7662608223225319,0.7821415579362876,0.015880735613755637,3,0.7325817913513692,0.7160133295069526,-0.016568461844416627,4,2.088796842972452,1.8239099686325777,-0.2648868743398742,5,2.688114571438058,2.2607909404838082,-0.4273236309542493,6,24.125,26.875,2.75,3,11.25,5.125,-6.125,4
