protein_id,arm,tier,n_designs,burden_all,burden_tier2,nod_pp_hotspot_coverage,nod_hotspot_coverage_mean,d3_hotspot_coverage_mean,delta_hotspot_coverage_mean,delta_hotspot_coverage_median,hotspot_coverage_improved_designs,nod_n_hotspot_positions_mean,d3_n_hotspot_positions_mean,delta_n_hotspot_positions_mean,delta_n_hotspot_positions_median,n_hotspot_positions_improved_designs,nod_mean_hotspot_mean,d3_mean_hotspot_mean,delta_mean_hotspot_mean,delta_mean_hotspot_median,mean_hotspot_improved_designs,nod_max_hotspot_mean,d3_max_hotspot_mean,delta_max_hotspot_mean,delta_max_hotspot_median,max_hotspot_improved_designs,nod_n_strong_binders_mean,d3_n_strong_binders_mean,delta_n_strong_binders_mean,delta_n_strong_binders_median,n_strong_binders_improved_designs,nod_strong_per_100aa_mean,d3_strong_per_100aa_mean,delta_strong_per_100aa_mean,delta_strong_per_100aa_median,strong_per_100aa_improved_designs,nod_mean_best_rank_mean,d3_mean_best_rank_mean,delta_mean_best_rank_mean,delta_mean_best_rank_median,mean_best_rank_improved_designs,nod_scTM_mean,d3_scTM_mean,delta_scTM_mean,delta_scTM_median,scTM_improved_designs,nod_bb_RMSD_mean,d3_bb_RMSD_mean,delta_bb_RMSD_mean,delta_bb_RMSD_median,bb_RMSD_improved_designs,nod_recovery_mean,d3_recovery_mean,delta_recovery_mean,delta_recovery_median,recovery_improved_designs,hotspot_coverage_over_intervention_designs,scTM_preserved_designs_delta_ge_minus_0p05,scTM_drop_designs_delta_lt_minus_0p05
4BT7_A,t075,2,8,low_or_equal,low_or_equal,0.3744703389830509,0.3744703389830509,0.3765889830508474,0.0021186440677965976,-0.02118644067796613,5,88.375,88.875,0.5,-5.0,5,1.6830003634095192,1.5051638893783092,-0.17783647403120995,-0.6343104243278503,5,12.567820429801941,11.34726744890213,-1.2205529808998108,-1.1593613624572754,4,51.375,63.25,11.875,15.5,2,21.76906779661017,26.80084745762712,5.03177966101695,6.567796610169495,2,0.24575,0.28625,0.04050000000000001,-0.021000000000000008,5,0.9717687500000001,0.9755962499999999,0.0038274999999999976,0.005164999999999975,6,1.07375,0.96,-0.11374999999999999,-0.19499999999999995,5,0.5683262711864407,0.5683262711864406,-1.3877787807814457e-17,0.004237288135593209,5,3,8,0
4C9G_A,t075,2,8,high,high,0.4429245283018868,0.4429245283018868,0.43160377358490565,-0.011320754716981137,-0.009433962264150941,5,117.375,114.375,-3.0,-2.5,5,3.229931026697159,2.97660730779171,-0.2533237189054489,-0.1780681014060974,5,15.756776928901672,15.397823214530945,-0.35895371437072754,-0.9665250778198242,5,150.875,122.125,-28.75,-24.0,4,56.93396226415095,46.08490566037736,-10.84905660377359,-9.05660377358491,4,0.07575,0.09375000000000001,0.018000000000000002,0.0,4,0.8865375,0.9225925,0.03605499999999999,0.022279999999999966,6,2.3537500000000002,1.8875,-0.46625000000000016,-0.3500000000000001,6,0.6339622641509434,0.644811320754717,0.010849056603773582,-0.007547169811320753,4,3,8,0
4HQ8_E,t075,2,8,low_or_equal,low_or_equal,0.31133177570093457,0.3113317757009346,0.30081775700934577,-0.01051401869158878,0.058411214953271035,3,66.625,64.375,-2.25,12.5,3,1.4986020848155022,1.1839980408549309,-0.3146040439605713,-0.11615735292434692,4,11.868351221084595,9.777022421360016,-2.091328799724579,-3.241384983062744,5,45.625,42.625,-3.0,-2.5,4,21.320093457943926,19.91822429906542,-1.4018691588785042,-1.16822429906542,4,0.38025000000000003,0.47,0.08974999999999997,0.21999999999999997,3,0.387335,0.38151,-0.005825000000000011,-0.003960000000000019,4,4.77875,4.87125,0.09250000000000008,0.25000000000000044,3,0.5075934579439252,0.5216121495327103,0.014018691588785069,0.016355140186915917,6,5,6,2
4ND3_B,t075,2,8,high,high,0.39235015772870663,0.39235015772870663,0.4479495268138801,0.05559936908517351,0.04731861198738174,2,124.375,142.0,17.625,15.0,2,1.792350873351097,2.0726268738508224,0.28027600049972534,0.16258955001831055,2,12.957796692848206,12.441007137298584,-0.5167895555496216,-0.3696603775024414,5,124.375,106.25,-18.125,-30.0,5,39.23501577287067,33.51735015772871,-5.717665615141955,-9.46372239747634,5,0.16475,0.166,0.0012500000000000011,0.001999999999999995,4,0.9693624999999999,0.9683962500000001,-0.000966249999999988,-0.0006349999999999412,3,1.5187499999999998,1.46,-0.058750000000000024,0.0050000000000000044,4,0.6313091482649843,0.6336750788643533,0.0023659305993690705,0.001577287066246047,4,6,8,0
4QYA_A,t075,2,8,low_or_equal,low_or_equal,0.3566810344827586,0.3566810344827586,0.3739224137931035,0.01724137931034483,-0.004310344827586188,4,41.375,43.375,2.0,-0.5,4,1.7482471019029617,1.9612209424376488,0.21297384053468704,0.24526089429855347,4,11.46281611919403,11.58389276266098,0.12107664346694946,1.3511412143707275,3,30.375,32.875,2.5,6.5,3,26.185344827586206,28.34051724137931,2.155172413793102,5.603448275862068,3,0.6435,0.46149999999999997,-0.18199999999999997,-0.22,5,0.94076,0.938665,-0.0020949999999999858,-0.0033199999999999896,4,1.10375,1.20875,0.105,0.07499999999999996,1,0.4935344827586207,0.4989224137931034,0.005387931034482769,0.004310344827586243,4,4,8,0
4ZIE_A,t075,1,8,low_or_equal,not_tier2,0.36904761904761907,0.36904761904761907,0.40476190476190477,0.03571428571428571,0.06802721088435373,3,54.25,59.5,5.25,10.0,3,1.3009608760476112,1.6412020912393928,0.3402412151917815,0.3447023034095764,4,9.414713084697723,12.378615260124207,2.963902175426483,4.421607494354248,2,20.375,25.0,4.625,4.5,2,13.860544217687073,17.006802721088434,3.1462585034013597,3.061224489795918,2,0.55725,0.42300000000000004,-0.13424999999999998,-0.12700000000000003,6,0.6450275,0.6783925,0.03336499999999998,0.01559499999999997,4,2.33,2.5675,0.2375,0.05500000000000016,4,0.4379251700680272,0.42176870748299317,-0.016156462585034018,0.0,4,5,8,0
5AL8_A,t075,2,8,high,high,0.4084051724137931,0.4084051724137931,0.3631465517241379,-0.04525862068965517,-0.04310344827586207,5,47.375,42.125,-5.25,-5.0,5,1.523264890536666,2.785190351307392,1.2619254607707262,1.5816423892974854,2,10.144793570041656,14.639573216438293,4.494779646396637,6.37947940826416,2,23.0,51.75,28.75,36.5,2,19.82758620689655,44.61206896551724,24.784482758620687,31.465517241379303,2,0.69475,0.18425000000000002,-0.5105,-0.534,6,0.937435,0.942655,0.005220000000000016,0.004489999999999994,6,1.335,1.0550000000000002,-0.28,-0.21500000000000008,7,0.5086206896551725,0.5290948275862069,0.020474137931034482,0.008620689655172403,4,3,8,0
5HGJ_A,t075,1,8,high,not_tier2,0.42010309278350516,0.42010309278350516,0.4297680412371134,0.009664948453608262,0.01804123711340208,3,81.5,83.375,1.875,3.5,3,2.910896807909012,2.775345802307129,-0.13555100560188293,-0.2617931365966797,5,16.913347721099854,15.302105188369751,-1.6112425327301025,-1.1391210556030273,7,61.5,83.875,22.375,28.0,3,31.70103092783505,43.23453608247422,11.533505154639172,14.43298969072165,3,0.30525,0.30975,0.004500000000000004,0.062000000000000006,4,0.9773175000000001,0.9803775000000001,0.0030599999999999933,0.004219999999999946,6,0.89875,0.8175,-0.08124999999999999,-0.04999999999999993,5,0.6365979381443299,0.6307989690721649,-0.005798969072164983,-0.005154639175257769,3,5,8,0
5I0L_A,t075,2,8,low_or_equal,low_or_equal,0.3686708860759494,0.36867088607594933,0.34889240506329117,-0.019778481012658226,-0.028481012658227833,5,58.25,55.125,-3.125,-4.5,5,1.6688032075762749,1.6965310648083687,0.02772785723209381,0.2658160626888275,3,8.38977861404419,9.82621145248413,1.4364328384399414,1.3112409114837646,4,35.5,35.75,0.25,7.0,3,22.468354430379748,22.626582278481013,0.15822784810126422,4.43037974683544,3,0.31725,0.192,-0.12524999999999997,-0.05699999999999998,5,0.985885,0.9856050000000001,-0.0002800000000000302,-0.000250000000000028,4,0.5812499999999999,0.5800000000000001,-0.0012499999999999734,0.0,4,0.7041139240506329,0.6930379746835442,-0.011075949367088625,-0.012658227848101278,2,3,8,0
5K69_A,t075,2,8,high,high,0.435,0.43499999999999994,0.425,-0.010000000000000002,-0.012857142857142873,4,152.25,148.75,-3.5,-4.5,4,2.3978854417800903,2.3609487265348434,-0.03693671524524689,0.1536189317703247,4,16.793780088424683,16.19539487361908,-0.598385214805603,-0.6052179336547852,5,124.25,131.375,7.125,5.5,2,35.5,37.535714285714285,2.035714285714284,1.571428571428573,2,0.116,0.13425,0.01825,0.008,4,0.96272,0.9560225,-0.006697499999999981,-0.0040399999999999325,2,1.4475,1.58,0.1325,0.1100000000000001,2,0.6339285714285714,0.6317857142857143,-0.002142857142857141,0.0014285714285713902,4,4,8,0
5X0O_B,t075,2,8,high,high,0.3815104166666667,0.3815104166666667,0.34765625,-0.03385416666666667,-0.08072916666666666,5,73.25,66.75,-6.5,-15.5,5,0.9838589578866959,1.5168249979615211,0.5329660400748253,0.22954082489013672,4,5.990275144577026,9.769542813301086,3.77926766872406,2.9446420669555664,4,22.375,13.75,-8.625,-6.5,4,11.653645833333334,7.161458333333333,-4.492187499999999,-3.3854166666666665,4,0.66975,1.014,0.34424999999999994,0.31599999999999995,2,0.88942125,0.8791875,-0.010233749999999986,-0.013940000000000008,2,1.94875,2.0612500000000002,0.11249999999999999,0.15999999999999992,2,0.4674479166666667,0.46875,0.0013020833333333356,0.0026041666666666574,4,3,7,1
6DNB_A,t075,1,8,high,not_tier2,0.4300486618004866,0.4300486618004866,0.3944647201946472,-0.03558394160583941,-0.02554744525547445,6,176.75,162.125,-14.625,-10.5,6,2.035873234272003,2.1450062692165375,0.1091330349445343,0.1804543137550354,2,15.76227879524231,16.22931683063507,0.46703803539276123,1.41084623336792,3,56.625,46.625,-10.0,-10.5,5,13.777372262773723,11.344282238442823,-2.433090024330901,-2.554744525547444,5,0.25675,0.30074999999999996,0.044,0.05799999999999997,3,0.9659475,0.96432625,-0.0016212499999999908,-0.0036049999999999693,2,1.67625,1.6875,0.011250000000000038,0.015000000000000013,2,0.6624087591240876,0.6548053527980535,-0.007603406326034054,-0.003649635036496346,3,2,8,0
6DNT_A,t075,2,8,high,high,0.4080645161290323,0.4080645161290323,0.4229838709677419,0.014919354838709667,0.006451612903225795,4,126.5,131.125,4.625,2.0,4,1.7701520696282387,1.7267119735479355,-0.04344009608030319,-0.34145429730415344,5,13.114805340766907,12.482200860977173,-0.6326044797897339,-0.08451366424560547,4,83.75,90.875,7.125,8.0,3,27.016129032258064,29.314516129032256,2.298387096774192,2.5806451612903203,3,0.3635,0.2835,-0.07999999999999997,-0.035999999999999976,5,0.98565125,0.98279625,-0.0028549999999999826,-0.0016349999999999976,2,0.7949999999999999,0.90375,0.10875000000000001,0.04999999999999999,3,0.7165322580645161,0.719758064516129,0.0032258064516128837,-0.0048387096774193394,3,4,8,0
6HGM_A,t075,1,8,high,not_tier2,0.42159090909090907,0.4215909090909091,0.3943181818181818,-0.027272727272727275,-0.02878787878787875,7,139.125,130.125,-9.0,-9.5,7,2.2700374871492386,1.8777002021670341,-0.39233728498220444,-0.33930277824401855,5,15.7057204246521,16.449382305145264,0.7436618804931641,1.9400997161865234,3,76.375,58.625,-17.75,-9.5,4,23.143939393939394,17.765151515151516,-5.378787878787879,-2.8787878787878807,4,0.186,0.21375000000000002,0.027750000000000018,0.028,3,0.988085,0.98397375,-0.004111249999999997,-0.0007400000000000184,4,0.77375,0.84625,0.07250000000000002,0.020000000000000018,4,0.5534090909090909,0.5481060606060606,-0.005303030303030309,0.0,3,1,8,0
6HJS_B,t075,2,8,low_or_equal,low_or_equal,0.3691737288135593,0.36917372881355937,0.41154661016949157,0.0423728813559322,0.02542372881355931,2,87.125,97.125,10.0,6.0,2,1.9438468962907791,2.0686951875686646,0.12484829127788544,-0.2196052074432373,5,12.645018339157104,13.494620859622955,0.8496025204658508,-0.31505441665649414,5,35.0,49.125,14.125,7.0,4,14.830508474576272,20.815677966101696,5.985169491525424,2.9661016949152543,4,0.46799999999999997,0.30525,-0.16274999999999998,-0.10199999999999995,6,0.9769950000000001,0.9735625000000001,-0.003432500000000005,-0.0007400000000000184,2,1.04,1.12875,0.08875,0.025000000000000022,3,0.683792372881356,0.6869703389830508,0.003177966101694907,0.006355932203389814,6,6,8,0
6K82_B,t075,2,8,high,high,0.4091312056737589,0.4091312056737589,0.42065602836879434,0.01152482269503545,0.026595744680851047,3,115.375,118.625,3.25,7.5,3,2.4203650653362274,2.70123727619648,0.2808722108602524,0.2472105622291565,3,15.450325012207031,15.42901873588562,-0.021306276321411133,-1.723559856414795,5,54.0,51.125,-2.875,-1.5,4,19.148936170212764,18.129432624113477,-1.0195035460992896,-0.5319148936170208,4,0.363,0.28800000000000003,-0.07500000000000001,0.018000000000000033,3,0.94445875,0.9395425,-0.004916250000000025,-0.0010950000000000126,4,1.5462500000000001,1.5262499999999999,-0.020000000000000018,0.010000000000000009,3,0.6493794326241135,0.6533687943262412,0.003989361702127672,0.0,4,5,8,0
6K8P_C,t075,2,8,high,high,0.423469387755102,0.423469387755102,0.3843537414965986,-0.0391156462585034,-0.04931972789115649,7,124.5,113.0,-11.5,-14.5,7,2.1707524061203003,1.975784346461296,-0.1949680596590042,-0.18353193998336792,5,18.264114379882812,17.419748663902283,-0.8443657159805298,-0.33469581604003906,5,151.375,101.0,-50.375,-52.0,7,51.48809523809524,34.353741496598644,-17.134353741496597,-17.687074829931973,7,0.022250000000000002,0.029500000000000002,0.007250000000000002,-0.003000000000000001,5,0.95805875,0.96318125,0.005122499999999988,0.0029699999999999727,5,1.32375,1.24,-0.08374999999999999,-0.13,5,0.5331632653061225,0.5136054421768708,-0.019557823129251695,-0.017006802721088454,0,1,8,0
6NQK_F,t075,2,8,high,high,0.42848837209302326,0.42848837209302326,0.3755813953488372,-0.05290697674418604,-0.048837209302325546,5,92.125,80.75,-11.375,-10.5,5,2.320932060480118,2.0133310556411743,-0.3076010048389435,-0.01762104034423828,4,12.85183560848236,12.712101817131042,-0.13973379135131836,-0.6604223251342773,5,67.5,44.125,-23.375,-33.0,6,31.395348837209305,20.52325581395349,-10.872093023255815,-15.348837209302324,6,0.24424999999999997,0.5825,0.33825000000000005,0.22400000000000003,3,0.38805,0.38674,-0.0013099999999999987,-0.003980000000000011,4,4.655,4.8625,0.2074999999999999,0.029999999999999805,4,0.5168604651162791,0.5011627906976743,-0.015697674418604653,-0.023255813953488386,3,2,7,1
6SNK_A,t075,1,8,high,not_tier2,0.3796542553191489,0.379654255319149,0.39494680851063835,0.015292553191489373,0.002659574468085124,4,71.375,74.25,2.875,0.5,4,2.2690525464713573,1.9521255567669868,-0.3169269897043705,-0.8833392858505249,5,13.580113291740417,13.370341658592224,-0.20977163314819336,-0.583552360534668,6,69.625,57.5,-12.125,-7.5,5,37.034574468085104,30.585106382978726,-6.449468085106383,-3.989361702127656,5,0.09324999999999999,0.25075000000000003,0.1575,0.047,2,0.98323625,0.98437875,0.0011424999999999907,0.0012449999999999961,4,0.80125,0.7374999999999999,-0.06375000000000003,-0.065,5,0.5558510638297872,0.555186170212766,-0.000664893617021281,0.0,3,4,8,0
6TN1_AAA,t075,1,8,high,not_tier2,0.4210261569416499,0.4210261569416499,0.38832997987927564,-0.03269617706237424,-0.04225352112676056,5,209.25,193.0,-16.25,-21.0,5,2.1144478619098663,1.9294268935918808,-0.18502096831798553,-0.17374908924102783,5,17.293933629989624,16.276458382606506,-1.0174752473831177,-1.763991355895996,5,107.75,115.375,7.625,10.0,3,21.680080482897385,23.214285714285715,1.534205231388329,2.012072434607642,3,0.15875,0.0875,-0.07125000000000001,0.010999999999999996,2,0.98433625,0.983655,-0.0006812499999999944,0.00041999999999997595,5,1.0675,1.07375,0.0062500000000000056,-0.039999999999999925,6,0.6672535211267605,0.6737927565392354,0.00653923541247485,0.0020120724346076035,4,3,8,0
6VJP_B,t075,2,8,low_or_equal,low_or_equal,0.35784313725490197,0.3578431372549019,0.3570261437908497,-0.0008169934640522777,0.0032679738562091665,4,54.75,54.625,-0.125,0.5,4,2.1136956065893173,2.3867930322885513,0.273097425699234,0.13877630233764648,3,16.09170937538147,15.209835767745972,-0.881873607635498,-2.0576562881469727,5,37.5,30.25,-7.25,-6.0,5,24.50980392156863,19.77124183006536,-4.738562091503269,-3.9215686274509816,5,0.34550000000000003,0.5785,0.23299999999999998,0.23399999999999996,2,0.9876612499999999,0.98225125,-0.00540999999999997,-0.0010999999999999344,4,0.5562499999999999,0.70375,0.14750000000000002,0.019999999999999962,4,0.6544117647058822,0.6519607843137254,-0.002450980392156854,-0.009803921568627472,2,4,8,0
6Y76_A,t075,1,8,low_or_equal,not_tier2,0.3629807692307692,0.3629807692307693,0.37259615384615385,0.009615384615384602,0.04487179487179485,3,56.625,58.125,1.5,7.0,3,2.208414651453495,1.989008117467165,-0.21940653398633003,0.13508866727352142,4,12.54116976261139,11.354509949684143,-1.186659812927246,-1.8863885402679443,6,28.5,35.875,7.375,9.5,3,18.269230769230766,22.996794871794872,4.727564102564104,6.089743589743591,3,0.40624999999999994,0.532,0.12575000000000006,-0.112,5,0.8451325,0.84018875,-0.004943749999999983,-0.008459999999999968,3,2.48125,2.425,-0.05625000000000005,-0.0050000000000001155,4,0.5368589743589745,0.5608974358974359,0.02403846153846155,0.022435897435897467,7,5,7,1
7D66_J,t075,2,8,high,high,0.4302083333333333,0.4302083333333333,0.35625,-0.07395833333333332,-0.09166666666666666,6,51.625,42.75,-8.875,-11.0,6,1.0477810725569725,0.8001310303807259,-0.24765004217624664,-0.06354126334190369,5,6.905291140079498,4.762308955192566,-2.1429821848869324,-2.3624229431152344,6,22.5,12.0,-10.5,-9.0,6,18.75,10.0,-8.75,-7.5,6,0.5800000000000001,1.41275,0.83275,0.8049999999999997,2,0.9128350000000001,0.90088375,-0.011951249999999983,-0.0018449999999999855,3,1.6125,1.6,-0.012499999999999956,0.08500000000000008,3,0.45208333333333334,0.4583333333333333,0.006249999999999999,0.020833333333333343,5,1,7,1
7PFR_F,t075,2,8,high,high,0.42159498207885304,0.42159498207885304,0.407258064516129,-0.014336917562724032,-0.017921146953405048,7,117.625,113.625,-4.0,-5.0,7,2.460292562842369,1.9845923781394958,-0.47570018470287323,-0.6679231524467468,5,15.959193110466003,12.882038831710815,-3.077154278755188,-3.003272533416748,7,105.125,80.125,-25.0,-9.5,6,37.67921146953405,28.71863799283154,-8.96057347670251,-3.4050179211469533,6,0.0605,0.1245,0.064,0.03200000000000001,3,0.9453849999999999,0.94318875,-0.002196249999999983,0.0071650000000000325,5,1.755,1.7149999999999999,-0.04000000000000001,-0.06500000000000006,5,0.6586021505376344,0.6639784946236559,0.005376344086021528,0.0035842293906810374,4,1,8,0
7S5C_F,t075,2,8,low_or_equal,low_or_equal,0.3326271186440678,0.3326271186440678,0.3432203389830508,0.010593220338983056,0.008474576271186439,1,19.625,20.25,0.625,0.5,1,0.1769510880112648,1.051797766238451,0.8748466782271862,0.14648278057575226,3,4.064856171607971,5.598974704742432,1.5341185331344604,0.5143299102783203,2,6.0,9.25,3.25,4.0,3,10.16949152542373,15.677966101694913,5.508474576271187,6.779661016949152,3,1.94325,1.3410000000000002,-0.6022500000000002,-0.245,4,0.96703125,0.96304875,-0.0039825,-0.0020649999999999835,2,0.5825,0.665,0.08250000000000002,0.03500000000000003,2,0.2838983050847458,0.2902542372881356,0.006355932203389824,0.0,3,4,8,0
7W62_A,t075,2,8,low_or_equal,low_or_equal,0.35178571428571426,0.35178571428571426,0.34375,-0.008035714285714288,-0.017857142857142877,4,49.25,48.125,-1.125,-2.5,4,0.6699812079314142,0.8232007804326713,0.15321957250125706,-0.07400432974100113,4,7.185370445251465,6.739537417888641,-0.4458330273628235,-0.5695352554321289,5,31.25,37.25,6.0,-3.0,4,22.32142857142857,26.607142857142858,4.285714285714288,-2.1428571428571423,4,0.5185,0.382,-0.13650000000000004,-0.014000000000000012,4,0.97290625,0.9711474999999999,-0.0017587500000000034,-0.0033050000000000024,1,0.8825,0.9299999999999999,0.0475,0.025000000000000022,2,0.5919642857142857,0.5955357142857143,0.0035714285714285726,0.0,3,4,8,0
8ERB_D,t075,2,8,high,high,0.4044976635514019,0.4044976635514019,0.38639018691588783,-0.01810747663551402,-0.014018691588785048,6,173.125,165.375,-7.75,-6.0,6,1.9750971272587776,1.7508535459637642,-0.22424358129501343,-0.2454521656036377,5,14.55406391620636,12.652492046356201,-1.9015718698501587,-1.4823293685913086,4,135.5,116.625,-18.875,-8.5,4,31.6588785046729,27.248831775700932,-4.410046728971964,-1.9859813084112155,4,0.1415,0.1155,-0.025999999999999995,-0.017999999999999995,4,0.872125,0.91889125,0.04676625000000001,0.022450000000000025,6,2.2825,1.64875,-0.63375,-0.6099999999999999,7,0.6524532710280373,0.6504088785046729,-0.0020443925233644827,-0.003504672897196248,4,2,8,0
9END_A,t075,2,8,high,high,0.4140879478827362,0.4140879478827361,0.42019543973941365,0.006107491856677513,0.008143322475570036,4,127.125,129.0,1.875,2.5,4,1.67984127253294,1.7262594997882843,0.04641822725534439,0.3347046971321106,2,10.804774761199951,12.02197515964508,1.2172003984451294,0.8442306518554688,3,63.75,69.25,5.5,4.0,4,20.76547231270358,22.55700325732899,1.7915309446254082,1.3029315960912085,4,0.08850000000000001,0.083,-0.005500000000000001,-0.008,5,0.9706462499999999,0.97356625,0.00292000000000002,0.0003649999999999487,4,1.33125,1.2962500000000001,-0.035,-0.020000000000000018,4,0.6482084690553745,0.6608306188925082,0.012622149837133542,0.006514657980456029,5,4,8,0
9GJ9_C,t075,2,8,low_or_equal,low_or_equal,0.3692159383033419,0.3692159383033419,0.35957583547557836,-0.00964010282776349,-0.02699228791773778,6,143.625,139.875,-3.75,-10.5,6,1.1673157941550016,1.1978098563849926,0.03049406222999096,0.04414850473403931,4,11.170232653617859,12.343645811080933,1.1734131574630737,1.9947857856750488,3,86.5,76.625,-9.875,-1.5,4,22.23650385604113,19.697943444730075,-2.538560411311053,-0.38560411311053855,4,0.31825000000000003,0.3425,0.02425,0.007000000000000003,3,0.84148,0.8533625,0.011882500000000004,0.005864999999999954,4,2.3575,2.1375,-0.21999999999999986,-0.08499999999999974,5,0.6262853470437018,0.6311053984575836,0.004820051413881754,0.005141388174807193,5,2,6,2
9YGK_B,t075,2,8,low_or_equal,low_or_equal,0.29612546125461253,0.29612546125461253,0.31642066420664205,0.020295202952029526,0.007380073800737991,3,80.25,85.75,5.5,2.0,3,2.0591832250356674,2.0643898844718933,0.005206659436225891,-0.12812864780426025,5,16.99775803089142,16.123981595039368,-0.8737764358520508,-1.3982963562011719,6,65.875,67.75,1.875,4.0,4,24.308118081180808,25.0,0.6918819188191883,1.476014760147601,4,0.08149999999999999,0.07550000000000001,-0.0059999999999999915,0.013000000000000001,3,0.9240200000000001,0.92086375,-0.003156250000000013,-0.0006000000000000449,3,2.0075000000000003,2.03375,0.02624999999999994,0.040000000000000036,3,0.6877306273062731,0.6780442804428044,-0.009686346863468642,-0.014760147601475981,2,5,7,1
